"","instance","solver","X.nodes","cores_len","SAT_time","verdict","best_LB","solved_by","SAT_calls","interrupted_by","CPLEX_seeded","solution","CPU","CPLEX_pop_time","X.edges","iterations","inst_num.x","MEM_MB","CPLEX_time","best_UB","cores","GREEDY_time","num_obj_in_core","cores_obj","inst_num.y","wat","Dataset","inst_num"
"997","rnd20-0.5_2.gr","Base",20,1,0.7805,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","",11,0.8039,0,93,1,NA,40,0,NA,6,0,NA,NA,NA,NA,"Synthetic graphs",74
"998","rnd40-0.9_7.gr","Base(IP)",40,1,57.1385,"OPTIMUM FOUND",NA,"LB >= UB.",31,"","seeded",35,57.5532,0,696,1,NA,102,0.1917,NA,29,0,NA,NA,NA,NA,"Synthetic graphs",246
"999","rnd10-0.5_4.gr","Base(IP)",10,0,3e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",4,0.0053,0,21,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",69
"1000","rnd20-0.3_1.gr","Base(IP)",20,1,0.179,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",8,0.2741,0,58,1,NA,49,0.0609,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",26
"1001","rnd40-0.3_3.gr","Base(IP)",40,1,99.9341,"UNKNOWN",10,"",15,"INTERRUPTED signal 15","seeded",22,3599.6732,0,230,1,NA,533,100.0274,22,10,0,NA,NA,NA,NA,"Synthetic graphs",137
"1002","rnd50-0.9_7.gr","Base",50,1.05,1158.0009,"OPTIMUM FOUND",NA,"LB >= UB.",47,"","",45,1158.3515,3e-04,1094,3,NA,390,0.0013,NA,40,0,NA,NA,NA,NA,"Synthetic graphs",3
"1003","rnd30-0.9_3.gr","Base",30,1,3.3949,"OPTIMUM FOUND",NA,"LB >= UB.",23,"","",26,3.4745,0,399,1,NA,48,0.0023,NA,21,0,NA,NA,NA,NA,"Synthetic graphs",43
"1004","rnd40-0.3_2.gr","Base(IP)",40,1,92.1482,"UNKNOWN",11,"",15,"INTERRUPTED signal 15","seeded",22,3599.7531,0,226,1,NA,409,100.0315,22,11,0,NA,NA,NA,NA,"Synthetic graphs",231
"1005","rnd10-0.7_4.gr","Base",10,1,0.0025,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",6,0.0154,0,30,1,NA,37,0.0081,NA,1,0,NA,NA,NA,NA,"Synthetic graphs",27
"1006","rnd40-0.3_4.gr","Base",40,1.133333,3598.5919,"UNKNOWN",19,"",33,"INTERRUPTED signal 15","",23,3598.7587,8e-04,241,5,NA,316,0.0035,23,15,0,NA,NA,NA,NA,"Synthetic graphs",171
"1007","rnd10-0.7_9.gr","Base",10,1,0.002,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",6,0.0118,0,33,1,NA,37,0.0051,NA,1,0,NA,NA,NA,NA,"Synthetic graphs",135
"1008","rnd30-0.3_2.gr","Base",30,1.1,157.0158,"OPTIMUM FOUND",NA,"LB >= UB.",16,"","",14,157.1009,3e-04,124,2,NA,112,5e-04,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",98
"1009","rnd30-0.7_4.gr","Base(IP)",30,1,76.48,"UNKNOWN",16,"",21,"INTERRUPTED signal 15","seeded",27,3599.4301,0,287,1,NA,743,100.0149,27,17,0,NA,NA,NA,NA,"Synthetic graphs",206
"1010","rnd20-0.9_8.gr","Base",20,1,0.2227,"OPTIMUM FOUND",NA,"LB >= UB.",13,"","",16,0.2399,0,166,1,NA,39,5e-04,NA,11,0,NA,NA,NA,NA,"Synthetic graphs",87
"1011","rnd30-0.5_5.gr","Base",30,1,43.2838,"OPTIMUM FOUND",NA,"LB >= UB.",15,"","",18,43.3616,0,213,1,NA,75,1e-04,NA,13,0,NA,NA,NA,NA,"Synthetic graphs",105
"1012","rnd20-0.5_2.gr","Base(IP)",20,1,0.7597,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","seeded",11,0.8393,0,93,1,NA,49,0.047,NA,6,0,NA,NA,NA,NA,"Synthetic graphs",74
"1013","rnd50-0.1_5.gr","Base",50,1.25,3598.3988,"UNKNOWN",12,"",23,"INTERRUPTED signal 15","",15,3598.7482,6e-04,136,3,NA,322,0.0021,15,8,0,NA,NA,NA,NA,"Synthetic graphs",64
"1014","rnd40-0.7_8.gr","Base(IP)",40,1,102.391,"UNKNOWN",22,"",28,"INTERRUPTED signal 15","seeded",35,3599.5628,0,540,1,NA,689,100.0182,35,23,0,NA,NA,NA,NA,"Synthetic graphs",92
"1015","rnd20-0.9_2.gr","Base",20,1,0.213,"OPTIMUM FOUND",NA,"LB >= UB.",13,"","",16,0.2348,0,166,1,NA,39,0,NA,11,0,NA,NA,NA,NA,"Synthetic graphs",201
"1016","rnd40-0.5_6.gr","Base(IP)",40,1,113.1665,"UNKNOWN",17,"",22,"INTERRUPTED signal 15","seeded",32,3599.7843,0,399,1,NA,378,100.0181,32,17,0,NA,NA,NA,NA,"Synthetic graphs",142
"1017","rnd10-0.5_4.gr","Base",10,0,3e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",4,0.0039,0,21,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",69
"1018","rnd30-0.7_4.gr","Base",30,1,132.459,"OPTIMUM FOUND",NA,"LB >= UB.",24,"","",22,132.5322,2e-04,287,2,NA,114,9e-04,NA,18,0,NA,NA,NA,NA,"Synthetic graphs",206
"1019","rnd20-0.9_7.gr","Base",20,1,0.2269,"OPTIMUM FOUND",NA,"LB >= UB.",13,"","",16,0.2542,0,175,1,NA,38,1e-04,NA,11,0,NA,NA,NA,NA,"Synthetic graphs",140
"1020","rnd10-0.5_2.gr","Base(IP)",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0084,0,19,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",111
"1021","clique40.gr","Base(IP)",40,1,5.441,"OPTIMUM FOUND",NA,"LB >= UB.",35,"","seeded",39,5.7667,0,780,1,NA,79,0.112,NA,33,0,NA,NA,NA,NA,"Synthetic graphs",253
"1022","rnd20-0.3_10.gr","Base",20,1,2.4088,"OPTIMUM FOUND",NA,"LB >= UB.",6,"","",8,2.4334,0,50,1,NA,43,5e-04,NA,4,0,NA,NA,NA,NA,"Synthetic graphs",91
"1023","rnd40-0.1_7.gr","Base",40,1,4.883,"OPTIMUM FOUND",NA,"LB >= UB.",6,"","",8,5.0746,0,86,1,NA,69,6e-04,NA,4,0,NA,NA,NA,NA,"Synthetic graphs",95
"1024","rnd20-0.9_4.gr","Base(IP)",20,1,0.2378,"OPTIMUM FOUND",NA,"LB >= UB.",14,"","seeded",16,0.2999,0,165,1,NA,44,0.0327,NA,12,0,NA,NA,NA,NA,"Synthetic graphs",82
